"date","receiver","sender","name","mcc","count"
"21.11.2016","RU","UZ","Dating","7273","2"
"26.10.2016","EE","RU","Telecommunication Services","4814","24"
"01.12.2016","RU","MD","Dating","7273","1"
"29.10.2016","LV","SK","Professional and Personal Services","8999","6"
"09.09.2016","UA","UZ","Computer Maintenance and Programming","7379","12"
"27.10.2016","UA","AE","Florists","5193","22"
"19.11.2016","CZ","TR","Computer Maintenance and Programming","7379","70"
"02.11.2016","UA","RU","Tickets and Travel","7922","8"
"23.11.2016","GB","PE","Charitable and Social Service Organizations","8398","60"
"08.10.2016","GB","JP","Computer Maintenance and Programming","7379","16"
"09.11.2016","GB","UY","Charitable and Social Service Organizations","8398","15"
"19.10.2016","UA","LV","Taxicabs and Limousines","4121","9"
"04.10.2016","CZ","RU","Computer Maintenance and Programming","7379","315"
"05.10.2016","RU","ES","Stores and Shops","5200","7"
"08.12.2016","UA","NO","Florists","5193","16"
"09.10.2016","UA","RU","Computer Maintenance and Programming","7379","160"
"27.10.2016","RU","US","Financial Services","6012","7"
"30.10.2016","GB","UG","Charitable and Social Service Organizations","8398","9"
"11.11.2016","RU","BG","Professional and Personal Services","8999","8"
"20.10.2016","GB","MT","Charitable and Social Service Organizations","8398","456"
"17.11.2016","GB","ZA","Charitable and Social Service Organizations","8398","70"
"23.10.2016","UA","CH","Computer Maintenance and Programming","7379","6"
"05.12.2016","RU","FI","Dating","7273","10"
"20.10.2016","RU","MK","Professional and Personal Services","8999","6"
"24.11.2016","RU","CZ","Dating","7273","6"
"01.11.2016","RU","US","Dating","7273","48"
"27.09.2016","UA","ES","Education","8299","12"
"18.11.2016","UA","US","Education","8299","8"
"06.12.2016","UA","ES","Florists","5193","9"
"14.10.2016","RU","BY","Dating","7273","64"
"16.09.2016","GB","DE","Electronic Sales","5732","10"
"13.11.2016","RU","US","Professional and Personal Services","8999","66"
"02.11.2016","GB","NA","Charitable and Social Service Organizations","8398","14"
"19.11.2016","GB","UY","Charitable and Social Service Organizations","8398","15"
"06.10.2016","GB","KG","Charitable and Social Service Organizations","8398","3"
"07.10.2016","LV","AM","Professional and Personal Services","8999","2"
"05.12.2016","UA","GB","Computer Maintenance and Programming","7379","30"
"24.11.2016","GB","PE","Charitable and Social Service Organizations","8398","30"
"05.12.2016","LV","BY","Professional and Personal Services","8999","10"
"15.09.2016","RU","GB","Computer Maintenance and Programming","7379","10"
"17.11.2016","GB","SA","Charitable and Social Service Organizations","8398","4"
"16.09.2016","UA","GB","Florists","5193","9"
"21.11.2016","UA","SI","Florists","5193","8"
"07.12.2016","GB","KZ","Dating","7273","4"
"23.11.2016","RU","CZ","Dating","7273","5"
"15.10.2016","UA","PL","Florists","5193","5"
"12.09.2016","GB","PY","Charitable and Social Service Organizations","8398","1"
"27.10.2016","GB","SN","Charitable and Social Service Organizations","8398","42"
"02.10.2016","GB","DE","Charitable and Social Service Organizations","8398","25"
"30.09.2016","UA","GB","Education","8299","28"
"02.10.2016","RU","IT","Computer Maintenance and Programming","7379","24"
"27.10.2016","UA","KZ","Education","8299","96"
"29.11.2016","GB","MX","Charitable and Social Service Organizations","8398","36"
"12.11.2016","GB","CZ","Charitable and Social Service Organizations","8398","35"
"10.09.2016","GB","LV","Charitable and Social Service Organizations","8398","486"
"25.11.2016","UA","AU","Tickets and Travel","7922","12"
"25.09.2016","UA","AU","Florists","5193","12"
"02.12.2016","GB","EE","Dating","7273","24"
"24.10.2016","GB","GI","Telecommunication Services","4814","28"
"17.11.2016","LV","IE","Fuel Oil, Wood, Coal, Liquefied Petroleum","5983","4"
"19.09.2016","GB","BR","Charitable and Social Service Organizations","8398","413"
"01.10.2016","RU","US","Stores and Shops","5200","3"
"06.11.2016","GB","RU","Electronic Sales","5732","5"
"30.10.2016","GB","US","Charitable and Social Service Organizations","8398","1744"
"17.09.2016","UA","TR","Computer Maintenance and Programming","7379","10"
"21.11.2016","RU","LT","Dating","7273","3"
"08.09.2016","RU","CZ","Computer Maintenance and Programming","7379","5"
"08.10.2016","UA","SE","Tickets and Travel","7922","9"
"04.10.2016","RU","BE","Computer Maintenance and Programming","7379","45"
"10.11.2016","GB","LV","Charitable and Social Service Organizations","8398","198"
"30.09.2016","GB","IL","Charitable and Social Service Organizations","8398","27"
"28.09.2016","RU","IT","Stores and Shops","5200","2"
"18.10.2016","RU","IT","Dating","7273","7"
"02.12.2016","GB","CY","Computer Maintenance and Programming","7379","6"
"11.10.2016","GB","GR","Charitable and Social Service Organizations","8398","12"
"21.10.2016","GB","CA","Charitable and Social Service Organizations","8398","36"
"07.10.2016","GB","IE","Charitable and Social Service Organizations","8398","18"
"24.11.2016","UA","IL","Computer Maintenance and Programming","7379","2"
"20.11.2016","UA","RU","Florists","5193","14"
"17.10.2016","UA","IL","Tickets and Travel","7922","3"
"01.10.2016","UA","SK","Tickets and Travel","7922","10"
"20.09.2016","GB","UA","Computer Maintenance and Programming","7379","684"
"28.10.2016","GB","SO","Charitable and Social Service Organizations","8398","36"
"10.10.2016","RU","MD","Dating","7273","9"
"26.11.2016","EE","AZ","Telecommunication Services","4814","5"
"01.11.2016","GB","BG","Charitable and Social Service Organizations","8398","12"
"17.11.2016","GB","GE","Computer Maintenance and Programming","7379","12"
"07.10.2016","GB","KE","Charitable and Social Service Organizations","8398","48"
"28.11.2016","GB","SK","Computer Maintenance and Programming","7379","8"
"09.11.2016","GB","MU","Charitable and Social Service Organizations","8398","12"
"21.09.2016","GB","RU","Electronic Sales","5732","135"
"20.11.2016","RU","UA","Dating","7273","324"
"05.12.2016","GB","CO","Charitable and Social Service Organizations","8398","4"
"17.10.2016","UA","CA","Florists","5193","18"
"28.11.2016","RU","GE","Dating","7273","91"
"28.10.2016","EE","AZ","Telecommunication Services","4814","12"
"03.10.2016","UA","US","Tickets and Travel","7922","2"
"30.11.2016","UA","US","Education","8299","60"
"23.11.2016","UA","IL","Computer Maintenance and Programming","7379","5"
"20.11.2016","RU","HK","Computer Maintenance and Programming","7379","9"
"22.11.2016","UA","ME","Computer Maintenance and Programming","7379","16"
"20.11.2016","CZ","SK","Stores and Shops","5200","8"
"01.10.2016","GB","FR","Charitable and Social Service Organizations","8398","108"
"02.12.2016","LV","US","Professional and Personal Services","8999","3"
"30.10.2016","RU","FR","Stores and Shops","5200","7"
"11.10.2016","EE","GE","Telecommunication Services","4814","60"
"04.11.2016","UA","NL","Hotels, Motels, Resorts","7011","4"
"09.09.2016","RU","MY","Computer Maintenance and Programming","7379","5"
"06.12.2016","RU","PL","Professional and Personal Services","8999","10"
"20.10.2016","RU","TR","Computer Maintenance and Programming","7379","5"
"15.11.2016","RU","GB","Dating","7273","49"
"09.09.2016","LV","IT","Professional and Personal Services","8999","4"
"06.10.2016","UA","KZ","Florists","5193","3"
"01.11.2016","RU","LT","Stores and Shops","5200","2"
"31.10.2016","UA","US","Taxicabs and Limousines","4121","6"
"20.10.2016","UA","PL","Tickets and Travel","7922","28"
"22.11.2016","EE","UA","Telecommunication Services","4814","265"
"23.10.2016","GB","CR","Charitable and Social Service Organizations","8398","33"
"19.09.2016","UA","GB","Computer Maintenance and Programming","7379","8"
"11.10.2016","GB","ID","Charitable and Social Service Organizations","8398","24"
"18.11.2016","GB","NO","Charitable and Social Service Organizations","8398","2"
"02.10.2016","GB","JM","Charitable and Social Service Organizations","8398","12"
"24.10.2016","GB","SN","Charitable and Social Service Organizations","8398","15"
"02.12.2016","GB","AE","Dating","7273","15"
"23.11.2016","GB","IN","Charitable and Social Service Organizations","8398","290"
"21.09.2016","UA","AE","Computer Maintenance and Programming","7379","11"
"25.11.2016","UA","AE","Education","8299","16"
"21.11.2016","RU","AR","Computer Maintenance and Programming","7379","10"
"12.10.2016","UA","IN","Florists","5193","10"
"01.12.2016","GB","LV","Computer Maintenance and Programming","7379","20"
"10.09.2016","GB","KE","Charitable and Social Service Organizations","8398","104"
"24.10.2016","UA","KZ","Education","8299","18"
"13.09.2016","GB","GH","Charitable and Social Service Organizations","8398","54"
"13.10.2016","UA","AZ","Computer Maintenance and Programming","7379","12"
"07.11.2016","EE","LV","Telecommunication Services","4814","18"
"11.09.2016","GB","CD","Charitable and Social Service Organizations","8398","72"
"04.12.2016","LV","RU","Professional and Personal Services","8999","168"
"07.11.2016","GB","MY","Charitable and Social Service Organizations","8398","12"
"03.12.2016","UA","GR","Florists","5193","2"
"24.10.2016","UA","AE","Florists","5193","4"
"14.11.2016","UA","RU","Education","8299","680"
"13.10.2016","UA","IT","Hotels, Motels, Resorts","7011","16"
"22.11.2016","GB","EC","Charitable and Social Service Organizations","8398","70"
"10.09.2016","GB","IE","Charitable and Social Service Organizations","8398","56"
"08.12.2016","RU","LV","Dating","7273","27"
"28.11.2016","GB","NI","Charitable and Social Service Organizations","8398","6"
"28.09.2016","GB","MX","Charitable and Social Service Organizations","8398","4"
"03.12.2016","UA","AZ","Computer Maintenance and Programming","7379","3"
"22.11.2016","GB","SB","Charitable and Social Service Organizations","8398","6"
"24.09.2016","GB","TN","Charitable and Social Service Organizations","8398","42"
"03.12.2016","LV","RU","Professional and Personal Services","8999","112"
"24.10.2016","RU","US","Financial Services","6012","3"
"27.09.2016","UA","IL","Tickets and Travel","7922","8"
"11.09.2016","GB","US","Computer Maintenance and Programming","7379","32"
"07.10.2016","UA","PK","Education","8299","10"
"29.09.2016","UA","SE","Education","8299","21"
"14.10.2016","GB","KZ","Charitable and Social Service Organizations","8398","472"
"13.10.2016","RU","CA","Florists","5193","4"
"01.11.2016","UA","KZ","Computer Maintenance and Programming","7379","7"
"20.11.2016","RU","KW","Computer Maintenance and Programming","7379","6"
"08.09.2016","GB","CA","Charitable and Social Service Organizations","8398","22"
"16.09.2016","GB","DE","Computer Maintenance and Programming","7379","6"
"06.11.2016","UA","AE","Computer Maintenance and Programming","7379","2"
"24.11.2016","GB","IN","Charitable and Social Service Organizations","8398","100"
"21.11.2016","GB","MM","Charitable and Social Service Organizations","8398","8"
"02.11.2016","UA","GE","Education","8299","36"
"24.10.2016","GB","CY","Charitable and Social Service Organizations","8398","2"
"03.11.2016","UA","ES","Computer Maintenance and Programming","7379","6"
"10.11.2016","GB","IE","Charitable and Social Service Organizations","8398","30"
"27.11.2016","GB","AM","Computer Maintenance and Programming","7379","6"
"20.09.2016","RU","MD","Dating","7273","4"
"12.11.2016","RU","CA","Computer Maintenance and Programming","7379","8"
"07.10.2016","GB","LV","Charitable and Social Service Organizations","8398","670"
"22.11.2016","RU","MY","Computer Maintenance and Programming","7379","10"
"06.10.2016","LV","GB","Florists","5193","33"
"22.11.2016","LV","IT","Professional and Personal Services","8999","14"
"28.11.2016","RU","DE","Computer Maintenance and Programming","7379","1"
"07.12.2016","RU","AM","Dating","7273","12"
"22.09.2016","RU","PT","Computer Maintenance and Programming","7379","9"
"09.09.2016","EE","UA","Telecommunication Services","4814","156"
"31.10.2016","GB","UA","Computer Maintenance and Programming","7379","700"
"21.11.2016","RU","SG","Computer Maintenance and Programming","7379","2"
"06.11.2016","GB","RU","Computer Maintenance and Programming","7379","1464"
"28.11.2016","GB","IT","Charitable and Social Service Organizations","8398","42"
"28.09.2016","GB","KN","Charitable and Social Service Organizations","8398","27"
"09.09.2016","GB","EC","Charitable and Social Service Organizations","8398","64"
"28.11.2016","UA","TR","Florists","5193","24"
"03.12.2016","GB","PH","Charitable and Social Service Organizations","8398","6"
"14.09.2016","RU","SA","Computer Maintenance and Programming","7379","8"
"12.09.2016","LV","EE","Stores and Shops","5200","135"
"16.10.2016","RU","UA","Professional and Personal Services","8999","77"
"04.12.2016","GB","IQ","Charitable and Social Service Organizations","8398","10"
"06.12.2016","UA","BE","Computer Maintenance and Programming","7379","1"
"17.10.2016","GB","LK","Charitable and Social Service Organizations","8398","20"
"04.12.2016","GB","PH","Charitable and Social Service Organizations","8398","3"
"23.09.2016","GB","FJ","Charitable and Social Service Organizations","8398","24"
"19.10.2016","GB","CA","Charitable and Social Service Organizations","8398","550"
"21.09.2016","GB","RU","Computer Maintenance and Programming","7379","1448"
"16.11.2016","RU","SE","Dating","7273","9"
"03.11.2016","GB","BY","Computer Maintenance and Programming","7379","108"
"10.11.2016","GB","KE","Charitable and Social Service Organizations","8398","45"
"23.11.2016","SK","KZ","Stores and Shops","5200","6"
"22.10.2016","GB","DZ","Charitable and Social Service Organizations","8398","18"
"14.11.2016","RU","US","Computer Maintenance and Programming","7379","16"
"12.09.2016","UA","TR","Education","8299","2"
"10.10.2016","GB","UA","Computer Maintenance and Programming","7379","318"
"27.09.2016","GB","UA","Charitable and Social Service Organizations","8398","869"
"18.10.2016","GB","GE","Charitable and Social Service Organizations","8398","8"
"05.10.2016","RU","SE","Dating","7273","5"
"18.10.2016","UA","PL","Computer Maintenance and Programming","7379","9"
"13.10.2016","GB","NA","Charitable and Social Service Organizations","8398","9"
"21.10.2016","GB","US","Computer Maintenance and Programming","7379","12"
"10.10.2016","GB","LV","Computer Maintenance and Programming","7379","80"
"20.11.2016","RU","FR","Professional and Personal Services","8999","6"
